word,syllables,ncSource,wordType,yearBand
refraction,re-frac-tion,practice_list,noun,y56
density,den-si-ty,practice_list,noun,y56
acceleration,ac-cel-er-a-tion,practice_list,noun,y56
compound,com-pound,practice_list,noun,y56
pallid,pal-lid,practice_list,adjective,y56
haggard,hag-gard,practice_list,adjective,y56
forlorn,for-lorn,practice_list,adjective,y56
gaunt,gaunt,practice_list,adjective,y56
serene,se-rene,practice_list,adjective,y56
treacherous,treach-er-ous,practice_list,adjective,y56
emphasise,em-pha-sise,practice_list,verb,y56
justify,jus-ti-fy,practice_list,verb,y56
analyse,an-a-lyse,practice_list,verb,y56
interpret,in-ter-pret,practice_list,verb,y56
infer,in-fer,practice_list,verb,y56
imply,im-ply,practice_list,verb,y56
sovereign,sov-er-eign,practice_list,noun,y56
emancipation,e-man-ci-pa-tion,practice_list,noun,y56
industrialisation,in-dus-tri-al-i-sa-tion,practice_list,noun,y56
colonisation,col-o-ni-sa-tion,practice_list,noun,y56
constitution,con-sti-tu-tion,practice_list,noun,y56
liberation,lib-er-a-tion,practice_list,noun,y56
perpendicular,per-pen-dic-u-lar,practice_list,adjective,y56
circumference,cir-cum-fer-ence,practice_list,noun,y56
probability,prob-a-bil-i-ty,practice_list,noun,y56
tranquil,tran-quil,practice_list,adjective,y56
solitary,sol-i-ta-ry,practice_list,adjective,y56
deception,de-cep-tion,practice_list,noun,y56
resolution,res-o-lu-tion,practice_list,noun,y56
motive,mo-tive,practice_list,noun,y56
protagonist,pro-tag-o-nist,practice_list,noun,y56
antagonist,an-tag-o-nist,practice_list,noun,y56
ambitious,am-bi-tious,practice_list,adjective,y56
cautious,cau-tious,practice_list,adjective,y56
infectious,in-fec-tious,practice_list,adjective,y56
ferocious,fe-ro-cious,practice_list,adjective,y56
tenacious,te-na-cious,practice_list,adjective,y56
artificial,ar-ti-fi-cial,practice_list,adjective,y56
essential,es-sen-tial,practice_list,adjective,y56
potential,po-ten-tial,practice_list,noun,y56
substantial,sub-stan-tial,practice_list,adjective,y56
confidential,con-fi-den-tial,practice_list,adjective,y56
residential,res-i-den-tial,practice_list,adjective,y56
independence,in-de-pen-dence,practice_list,noun,y56
tolerance,tol-er-ance,practice_list,noun,y56
obedience,o-be-di-ence,practice_list,noun,y56
arrogance,ar-ro-gance,practice_list,noun,y56
elegance,el-e-gance,practice_list,noun,y56
violence,vi-o-lence,practice_list,noun,y56
inevitable,in-ev-i-ta-ble,practice_list,adjective,y56
irresistible,ir-re-sis-ti-ble,practice_list,adjective,y56
accessible,ac-ces-si-ble,practice_list,adjective,y56
considerable,con-sid-er-a-ble,practice_list,adjective,y56
counsel,coun-sel,practice_list,noun,y56
prophet,proph-et,practice_list,noun,y56
shear,shear,practice_list,verb,y56
composition,com-po-si-tion,practice_list,noun,y56
rehearsal,re-hears-al,practice_list,noun,y56
equality,e-qual-i-ty,practice_list,noun,y56
diversity,di-ver-si-ty,practice_list,noun,y56
discrimination,dis-crim-i-na-tion,practice_list,noun,y56
empathy,em-pa-thy,practice_list,noun,y56
responsibility,re-spon-si-bil-i-ty,practice_list,noun,y56
negotiate,ne-go-ti-ate,practice_list,verb,y56
initiative,i-ni-tia-tive,practice_list,noun,y56
dilemma,di-lem-ma,practice_list,noun,y56
conceive,con-ceive,practice_list,verb,y56
perceive,per-ceive,practice_list,verb,y56
retrieve,re-trieve,practice_list,verb,y56
algorithm,al-go-rithm,practice_list,noun,y56
debug,de-bug,practice_list,verb,y56
software,soft-ware,practice_list,noun,y56
hardware,hard-ware,practice_list,noun,y56
interface,in-ter-face,practice_list,noun,y56
prototype,pro-to-type,practice_list,noun,y56
pilgrimage,pil-grim-age,practice_list,noun,y56
secular,sec-u-lar,practice_list,adjective,y56
doctrine,doc-trine,practice_list,noun,y56
theology,the-ol-o-gy,practice_list,noun,y56
morality,mo-ral-i-ty,practice_list,noun,y56
devotion,de-vo-tion,practice_list,noun,y56
stamina,stam-i-na,practice_list,noun,y56
agility,a-gil-i-ty,practice_list,noun,y56
endurance,en-dur-ance,practice_list,noun,y56
coordination,co-or-di-na-tion,practice_list,noun,y56
tactics,tac-tics,practice_list,noun,y56
strategy,strat-e-gy,practice_list,noun,y56
resilience,re-sil-i-ence,practice_list,noun,y56
perseverance,per-se-ver-ance,practice_list,noun,y56
dedication,ded-i-ca-tion,practice_list,noun,y56
aspiration,as-pi-ra-tion,practice_list,noun,y56
motivation,mo-ti-va-tion,practice_list,noun,y56
courageous,cou-ra-geous,practice_list,adjective,y56
gracious,gra-cious,practice_list,adjective,y56
glamorous,glam-or-ous,practice_list,adjective,y56
tragedy,trag-e-dy,practice_list,noun,y56
meander,me-an-der,practice_list,noun,y56
tributary,trib-u-ta-ry,practice_list,noun,y56
delta,del-ta,practice_list,noun,y56
confluence,con-flu-ence,practice_list,noun,y56
vegetation,veg-e-ta-tion,practice_list,noun,y56
feudal,feu-dal,practice_list,adjective,y56
renaissance,ren-ais-sance,practice_list,noun,y56
industrious,in-dus-tri-ous,practice_list,adjective,y56
reform,re-form,practice_list,noun,y56
lurk,lurk,practice_list,verb,y56
slink,slink,practice_list,verb,y56
swagger,swag-ger,practice_list,verb,y56
recoil,re-coil,practice_list,verb,y56
writhe,writhe,practice_list,verb,y56
teeter,tee-ter,practice_list,verb,y56
flounder,floun-der,practice_list,verb,y56
hurtle,hur-tle,practice_list,verb,y56
flail,flail,practice_list,verb,y56
manoeuvre,ma-noeu-vre,practice_list,verb,y56
apprehension,ap-pre-hen-sion,practice_list,noun,y56
trepidation,trep-i-da-tion,practice_list,noun,y56
exhilaration,ex-hil-a-ra-tion,practice_list,noun,y56
indignation,in-dig-na-tion,practice_list,noun,y56
nostalgia,nos-tal-gi-a,practice_list,noun,y56
exasperation,ex-as-per-a-tion,practice_list,noun,y56
euphoria,eu-pho-ri-a,practice_list,noun,y56
humiliation,hu-mil-i-a-tion,practice_list,noun,y56
sinister,sin-is-ter,practice_list,adjective,y56
brooding,brood-ing,practice_list,adjective,y56
colossal,co-los-sal,practice_list,adjective,y56
ethereal,e-the-re-al,practice_list,adjective,y56
gnarled,gnarled,practice_list,adjective,y56
parched,parched,practice_list,adjective,y56
relentless,re-lent-less,practice_list,adjective,y56
spectral,spec-tral,practice_list,adjective,y56
sublime,sub-lime,practice_list,adjective,y56
stoic,sto-ic,practice_list,adjective,y56
cavernous,cav-ern-ous,practice_list,adjective,y56
galaxy,gal-ax-y,practice_list,noun,y56
constellation,con-stel-la-tion,practice_list,noun,y56
eclipse,e-clipse,practice_list,noun,y56
cosmos,cos-mos,practice_list,noun,y56
asteroid,as-ter-oid,practice_list,noun,y56
satellite,sat-el-lite,practice_list,noun,y56
spectrum,spec-trum,practice_list,noun,y56
onomatopoeia,on-o-mat-o-poe-ia,practice_list,noun,y56
assonance,as-so-nance,practice_list,noun,y56
imagery,im-ag-er-y,practice_list,noun,y56
symbolism,sym-bol-ism,practice_list,noun,y56
flashback,flash-back,practice_list,noun,y56
foreshadowing,fore-sha-do-wing,practice_list,noun,y56
monologue,mon-o-logue,practice_list,noun,y56
dialect,di-a-lect,practice_list,noun,y56
inference,in-fer-ence,practice_list,noun,y56
annotation,an-no-ta-tion,practice_list,noun,y56
paraphrase,par-a-phrase,practice_list,verb,y56
chronological,chron-o-log-i-cal,practice_list,adjective,y56
accumulate,ac-cu-mu-late,practice_list,verb,y56
contemplate,con-tem-plate,practice_list,verb,y56
elaborate,e-lab-o-rate,practice_list,verb,y56
illuminate,il-lu-mi-nate,practice_list,verb,y56
manipulate,ma-nip-u-late,practice_list,verb,y56
persevere,per-se-vere,practice_list,verb,y56
portray,por-tray,practice_list,verb,y56
provoke,pro-voke,practice_list,verb,y56
scrutinise,scru-ti-nise,practice_list,verb,y56
speculate,spec-u-late,practice_list,verb,y56
transmit,trans-mit,practice_list,verb,y56
utilise,u-til-ise,practice_list,verb,y56
deteriorate,de-te-ri-or-ate,practice_list,verb,y56
evolve,e-volve,practice_list,verb,y56
fluctuate,fluc-tu-ate,practice_list,verb,y56
obscure,ob-scure,practice_list,adjective,y56
persist,per-sist,practice_list,verb,y56
reinforce,re-in-force,practice_list,verb,y56
simulate,sim-u-late,practice_list,verb,y56
terminate,ter-mi-nate,practice_list,verb,y56
convey,con-vey,practice_list,verb,y56
formidable,for-mi-da-ble,practice_list,adjective,y56
imminent,im-mi-nent,practice_list,adjective,y56
plausible,plau-si-ble,practice_list,adjective,y56
coherent,co-her-ent,practice_list,adjective,y56
elusive,e-lu-sive,practice_list,adjective,y56
meticulous,me-tic-u-lous,practice_list,adjective,y56
ambiguous,am-big-u-ous,practice_list,adjective,y56
acute,a-cute,practice_list,adjective,y56
overwhelming,o-ver-whelm-ing,practice_list,adjective,y56
unanimous,u-nan-i-mous,practice_list,adjective,y56
ironic,i-ron-ic,practice_list,adjective,y56
explicit,ex-plic-it,practice_list,adjective,y56
implicit,im-plic-it,practice_list,adjective,y56
profound,pro-found,practice_list,adjective,y56
rational,ra-tion-al,practice_list,adjective,y56
simultaneous,si-mul-ta-ne-ous,practice_list,adjective,y56
tentative,ten-ta-tive,practice_list,adjective,y56
renewable,re-new-a-ble,practice_list,adjective,y56
sustainable,sus-tain-a-ble,practice_list,adjective,y56
emissions,e-mis-sions,practice_list,noun,y56
deforestation,de-for-est-a-tion,practice_list,noun,y56
biodiversity,bi-o-di-ver-si-ty,practice_list,noun,y56
ozone,o-zone,practice_list,noun,y56
pandemic,pan-dem-ic,practice_list,noun,y56
sedimentary,sed-i-men-ta-ry,practice_list,adjective,y56
igneous,ig-ne-ous,practice_list,adjective,y56
metamorphic,met-a-mor-phic,practice_list,adjective,y56
tectonic,tec-ton-ic,practice_list,adjective,y56
seismic,seis-mic,practice_list,adjective,y56
geological,ge-o-log-i-cal,practice_list,adjective,y56
stratum,stra-tum,practice_list,noun,y56
diagnosis,di-ag-no-sis,practice_list,noun,y56
symptom,symp-tom,practice_list,noun,y56
immune,im-mune,practice_list,adjective,y56
vaccine,vac-cine,practice_list,noun,y56
therapy,ther-a-py,practice_list,noun,y56
medication,med-i-ca-tion,practice_list,noun,y56
prescription,pre-scrip-tion,practice_list,noun,y56
legislation,leg-is-la-tion,practice_list,noun,y56
referendum,ref-er-en-dum,practice_list,noun,y56
amendment,a-mend-ment,practice_list,noun,y56
coalition,co-a-li-tion,practice_list,noun,y56
majority,ma-jor-i-ty,practice_list,noun,y56
candidate,can-di-date,practice_list,noun,y56
campaign,cam-paign,practice_list,noun,y56
jostle,jos-tle,practice_list,verb,y56
sidle,si-dle,practice_list,verb,y56
smoulder,smoul-der,practice_list,verb,y56
wallow,wal-low,practice_list,verb,y56
glower,glow-er,practice_list,verb,y56
hysteria,hys-ter-i-a,practice_list,noun,y56
mortification,mor-ti-fi-ca-tion,practice_list,noun,y56
yearning,yearn-ing,practice_list,noun,y56
foreboding,fore-bod-ing,practice_list,noun,y56
disillusionment,dis-il-lu-sion-ment,practice_list,noun,y56
vulnerability,vul-ner-a-bil-i-ty,practice_list,noun,y56
austere,aus-tere,practice_list,adjective,y56
claustrophobic,claus-tro-pho-bic,practice_list,adjective,y56
frenzied,fren-zied,practice_list,adjective,y56
imposing,im-pos-ing,practice_list,adjective,y56
luminous,lu-mi-nous,practice_list,adjective,y56
majestic,ma-jes-tic,practice_list,adjective,y56
melancholic,mel-an-chol-ic,practice_list,adjective,y56
mournful,mourn-ful,practice_list,adjective,y56
oppressive,op-pres-sive,practice_list,adjective,y56
pensive,pen-sive,practice_list,adjective,y56
perilous,per-i-lous,practice_list,adjective,y56
precarious,pre-car-i-ous,practice_list,adjective,y56
sombre,som-bre,practice_list,adjective,y56
stealthy,stealth-y,practice_list,adjective,y56
tempestuous,tem-pes-tu-ous,practice_list,adjective,y56
uncanny,un-can-ny,practice_list,adjective,y56
unkempt,un-kempt,practice_list,adjective,y56
productive,pro-duc-tive,practice_list,adjective,y56
distinctive,dis-tinc-tive,practice_list,adjective,y56
constructive,con-struc-tive,practice_list,adjective,y56
destructive,de-struc-tive,practice_list,adjective,y56
effective,ef-fec-tive,practice_list,adjective,y56
collective,col-lec-tive,practice_list,adjective,y56
interactive,in-ter-ac-tive,practice_list,adjective,y56
comparative,com-par-a-tive,practice_list,adjective,y56
selective,se-lec-tive,practice_list,adjective,y56
bewilderment,be-wil-der-ment,practice_list,noun,y56
deterioration,de-te-ri-or-a-tion,practice_list,noun,y56
interpretation,in-ter-pre-ta-tion,practice_list,noun,y56
transformation,trans-for-ma-tion,practice_list,noun,y56
contribution,con-tri-bu-tion,practice_list,noun,y56
dynamics,dy-nam-ics,practice_list,noun,y56
timbre,tim-bre,practice_list,noun,y56
notation,no-ta-tion,practice_list,noun,y56
gradient,gra-di-ent,practice_list,noun,y56
coordinates,co-or-di-nates,practice_list,noun,y56
equation,e-qua-tion,practice_list,noun,y56
formula,for-mu-la,practice_list,noun,y56
evaluation,e-val-u-a-tion,practice_list,noun,y56
flexibility,flex-i-bil-i-ty,practice_list,noun,y56
qualification,qual-i-fi-ca-tion,practice_list,noun,y56
recommendation,rec-om-men-da-tion,practice_list,noun,y56
barrel,bar-rel,practice_list,verb,y56
careen,ca-reen,practice_list,verb,y56
propel,pro-pel,practice_list,verb,y56
skitter,skit-ter,practice_list,verb,y56
vault,vault,practice_list,verb,y56
ferment,fer-ment,practice_list,verb,y56
marinate,mar-i-nate,practice_list,verb,y56
garnish,gar-nish,practice_list,verb,y56
cuisine,cui-sine,practice_list,noun,y56
condiment,con-di-ment,practice_list,noun,y56
culinary,cul-i-na-ry,practice_list,adjective,y56
delicacy,del-i-ca-cy,practice_list,noun,y56
membrane,mem-brane,practice_list,noun,y56
cartilage,car-ti-lage,practice_list,noun,y56
ligament,lig-a-ment,practice_list,noun,y56
tendon,ten-don,practice_list,noun,y56
artery,ar-ter-y,practice_list,noun,y56
vein,vein,practice_list,noun,y56
capillary,cap-il-la-ry,practice_list,noun,y56
diaphragm,di-a-phragm,practice_list,noun,y56
oesophagus,oe-soph-a-gus,practice_list,noun,y56
intestine,in-tes-tine,practice_list,noun,y56
cyclone,cy-clone,practice_list,noun,y56
typhoon,ty-phoon,practice_list,noun,y56
monsoon,mon-soon,practice_list,noun,y56
cumulus,cu-mu-lus,practice_list,noun,y56
stratus,stra-tus,practice_list,noun,y56
cirrus,cir-rus,practice_list,noun,y56
complexity,com-plex-i-ty,practice_list,noun,y56
contradiction,con-tra-dic-tion,practice_list,noun,y56
distinction,dis-tinc-tion,practice_list,noun,y56
humility,hu-mil-i-ty,practice_list,noun,y56
integrity,in-teg-ri-ty,practice_list,noun,y56
momentum,mo-men-tum,practice_list,noun,y56
obligation,ob-li-ga-tion,practice_list,noun,y56
perception,per-cep-tion,practice_list,noun,y56
reconciliation,rec-on-cil-i-a-tion,practice_list,noun,y56
significance,sig-nif-i-cance,practice_list,noun,y56
versatility,ver-sa-til-i-ty,practice_list,noun,y56
accelerate,ac-cel-er-ate,practice_list,verb,y56
amplify,am-pli-fy,practice_list,verb,y56
converge,con-verge,practice_list,verb,y56
disperse,dis-perse,practice_list,verb,y56
diverge,di-verge,practice_list,verb,y56
emanate,em-a-nate,practice_list,verb,y56
gyrate,gy-rate,practice_list,verb,y56
oscillate,os-cil-late,practice_list,verb,y56
permeate,per-me-ate,practice_list,verb,y56
reverberate,re-ver-ber-ate,practice_list,verb,y56
ricochet,ric-o-chet,practice_list,verb,y56
rupture,rup-ture,practice_list,verb,y56
saturate,sat-u-rate,practice_list,verb,y56
alienation,a-li-en-a-tion,practice_list,noun,y56
animosity,an-i-mos-i-ty,practice_list,noun,y56
contrition,con-tri-tion,practice_list,noun,y56
dejection,de-jec-tion,practice_list,noun,y56
exuberance,ex-u-ber-ance,practice_list,noun,y56
indifference,in-dif-fer-ence,practice_list,noun,y56
malice,mal-ice,practice_list,noun,y56
paranoia,par-a-noi-a,practice_list,noun,y56
petulance,pet-u-lance,practice_list,noun,y56
reverence,rev-er-ence,practice_list,noun,y56
serenity,se-ren-i-ty,practice_list,noun,y56
flair,flair,practice_list,noun,y56
flare,flare,practice_list,noun,y56
assent,as-sent,practice_list,noun,y56
ascent,as-cent,practice_list,noun,y56
descent,de-scent,practice_list,noun,y56
dissent,dis-sent,practice_list,noun,y56
discrete,dis-crete,practice_list,adjective,y56
discreet,dis-creet,practice_list,adjective,y56
rhetoric,rhet-or-ic,practice_list,noun,y56
anecdote,an-ec-dote,practice_list,noun,y56
hyperbole,hy-per-bo-le,practice_list,noun,y56
juxtaposition,jux-ta-po-si-tion,practice_list,noun,y56
oxymoron,ox-y-mo-ron,practice_list,noun,y56
paradox,par-a-dox,practice_list,noun,y56
emotive,e-mo-tive,practice_list,adjective,y56
colloquial,col-lo-qui-al,practice_list,adjective,y56
register,reg-is-ter,practice_list,noun,y56
subjective,sub-jec-tive,practice_list,adjective,y56
objective,ob-jec-tive,practice_list,adjective,y56
connotation,con-no-ta-tion,practice_list,noun,y56
denotation,den-o-ta-tion,practice_list,noun,y56
cliché,cli-ché,practice_list,noun,y56
architecture,ar-chi-tec-ture,practice_list,noun,y56
buttress,but-tress,practice_list,noun,y56
facade,fa-cade,practice_list,noun,y56
infrastructure,in-fra-struc-ture,practice_list,noun,y56
reservoir,res-er-voir,practice_list,noun,y56
viaduct,vi-a-duct,practice_list,noun,y56
aqueduct,aq-ue-duct,practice_list,noun,y56
inflation,in-fla-tion,practice_list,noun,y56
investment,in-vest-ment,practice_list,noun,y56
deficit,def-i-cit,practice_list,noun,y56
subsidy,sub-si-dy,practice_list,noun,y56
accusation,ac-cu-sa-tion,practice_list,noun,y56
aggression,ag-gres-sion,practice_list,noun,y56
compensation,com-pen-sa-tion,practice_list,noun,y56
confrontation,con-fron-ta-tion,practice_list,noun,y56
innovation,in-no-va-tion,practice_list,noun,y56
progression,pro-gres-sion,practice_list,noun,y56
regulation,reg-u-la-tion,practice_list,noun,y56
representation,rep-re-sen-ta-tion,practice_list,noun,y56
submission,sub-mis-sion,practice_list,noun,y56
permafrost,per-ma-frost,practice_list,noun,y56
tundra,tun-dra,practice_list,noun,y56
savannah,sa-van-nah,practice_list,noun,y56
mangrove,man-grove,practice_list,noun,y56
taxonomy,tax-on-o-my,practice_list,noun,y56
biome,bi-ome,practice_list,noun,y56
fascism,fas-cism,practice_list,noun,y56
communism,com-mu-nism,practice_list,noun,y56
imperialism,im-pe-ri-al-ism,practice_list,noun,y56
nationalism,na-tion-al-ism,practice_list,noun,y56
enlightenment,en-light-en-ment,practice_list,noun,y56
suffragette,suf-fra-gette,practice_list,noun,y56
colonialism,co-lo-ni-al-ism,practice_list,noun,y56
indigenous,in-dig-e-nous,practice_list,adjective,y56
apartheid,a-part-heid,practice_list,noun,y56
genocide,gen-o-cide,practice_list,noun,y56
massacre,mas-sa-cre,practice_list,noun,y56
occupation,oc-cu-pa-tion,practice_list,noun,y56
misinterpret,mis-in-ter-pret,practice_list,verb,y56
misrepresent,mis-rep-re-sent,practice_list,verb,y56
overestimate,o-ver-es-ti-mate,practice_list,verb,y56
underestimate,un-der-es-ti-mate,practice_list,verb,y56
understate,un-der-state,practice_list,verb,y56
overstate,o-ver-state,practice_list,verb,y56
precede,pre-cede,practice_list,verb,y56
postwar,post-war,practice_list,adjective,y56
intermediate,in-ter-me-di-ate,practice_list,adjective,y56
interconnected,in-ter-con-nect-ed,practice_list,adjective,y56
intercultural,in-ter-cul-tur-al,practice_list,adjective,y56
interrelated,in-ter-re-la-ted,practice_list,adjective,y56
postmodern,post-mod-ern,practice_list,adjective,y56
bilateral,bi-lat-er-al,practice_list,adjective,y56
plummet,plum-met,practice_list,verb,y56
stampede,stam-pede,practice_list,verb,y56
rampage,ram-page,practice_list,verb,y56
veer,veer,practice_list,verb,y56
deflect,de-flect,practice_list,verb,y56
recede,re-cede,practice_list,verb,y56
pivot,piv-ot,practice_list,verb,y56
poise,poise,practice_list,verb,y56
contort,con-tort,practice_list,verb,y56
convulse,con-vulse,practice_list,verb,y56
disentangle,dis-en-tan-gle,practice_list,verb,y56
grapple,grap-ple,practice_list,verb,y56
trajectory,tra-jec-to-ry,practice_list,noun,y56
decisive,de-ci-sive,practice_list,adjective,y56
deliberate,de-lib-er-ate,practice_list,adjective,y56
dignified,dig-ni-fied,practice_list,adjective,y56
infinite,in-fi-nite,practice_list,adjective,y56
potent,po-tent,practice_list,adjective,y56
ruthless,ruth-less,practice_list,adjective,y56
acrid,ac-rid,practice_list,adjective,y56
astute,as-tute,practice_list,adjective,y56
fervent,fer-vent,practice_list,adjective,y56
impetuous,im-pet-u-ous,practice_list,adjective,y56
insolent,in-so-lent,practice_list,adjective,y56
languid,lan-guid,practice_list,adjective,y56
morose,mo-rose,practice_list,adjective,y56
nonchalant,non-cha-lant,practice_list,adjective,y56
obstinate,ob-sti-nate,practice_list,adjective,y56
reticent,ret-i-cent,practice_list,adjective,y56
volatile,vol-a-tile,practice_list,adjective,y56
vindictive,vin-dic-tive,practice_list,adjective,y56
tenuous,ten-u-ous,practice_list,adjective,y56
ebullient,e-bul-lient,practice_list,adjective,y56
exposure,ex-po-sure,practice_list,noun,y56
fracture,frac-ture,practice_list,noun,y56
scripture,scrip-ture,practice_list,noun,y56
stature,stat-ure,practice_list,noun,y56
torture,tor-ture,practice_list,noun,y56
archipelago,ar-chi-pel-a-go,practice_list,noun,y56
fjord,fjord,practice_list,noun,y56
geyser,gey-ser,practice_list,noun,y56
lagoon,la-goon,practice_list,noun,y56
apprehensive,ap-pre-hen-sive,practice_list,adjective,y56
bravado,bra-va-do,practice_list,noun,y56
callous,cal-lous,practice_list,adjective,y56
composure,com-po-sure,practice_list,noun,y56
contemptuous,con-temp-tu-ous,practice_list,adjective,y56
cynical,cyn-i-cal,practice_list,adjective,y56
desolation,des-o-la-tion,practice_list,noun,y56
disdain,dis-dain,practice_list,noun,y56
flippant,flip-pant,practice_list,adjective,y56
indignant,in-dig-nant,practice_list,adjective,y56
jubilant,ju-bi-lant,practice_list,adjective,y56
mortified,mor-ti-fied,practice_list,adjective,y56
perturbed,per-turbed,practice_list,adjective,y56
resigned,re-signed,practice_list,adjective,y56
wistful,wist-ful,practice_list,adjective,y56
wrathful,wrath-ful,practice_list,adjective,y56
zealous,zeal-ous,practice_list,adjective,y56
dismantle,dis-man-tle,practice_list,verb,y56
displace,dis-place,practice_list,verb,y56
foreknowledge,fore-know-ledge,practice_list,noun,y56
forewarn,fore-warn,practice_list,verb,y56
misconduct,mis-con-duct,practice_list,noun,y56
outperform,out-per-form,practice_list,verb,y56
outstrip,out-strip,practice_list,verb,y56
preliminary,pre-lim-i-na-ry,practice_list,adjective,y56
superfluous,su-per-flu-ous,practice_list,adjective,y56
supersede,su-per-sede,practice_list,verb,y56
supervise,su-per-vise,practice_list,verb,y56
underscore,un-der-score,practice_list,verb,y56
withstand,with-stand,practice_list,verb,y56
aristocracy,ar-is-toc-ra-cy,practice_list,noun,y56
autocracy,au-toc-ra-cy,practice_list,noun,y56
bureaucracy,bu-reau-cra-cy,practice_list,noun,y56
despot,des-pot,practice_list,noun,y56
dictatorship,dic-ta-tor-ship,practice_list,noun,y56
faction,fac-tion,practice_list,noun,y56
heresy,her-e-sy,practice_list,noun,y56
inquisition,in-quis-i-tion,practice_list,noun,y56
martyr,mar-tyr,practice_list,noun,y56
mercenary,mer-ce-na-ry,practice_list,noun,y56
oligarchy,ol-i-gar-chy,practice_list,noun,y56
retribution,ret-ri-bu-tion,practice_list,noun,y56
treason,trea-son,practice_list,noun,y56
tyranny,tyr-an-ny,practice_list,noun,y56
uprising,up-ris-ing,practice_list,noun,y56
acknowledgement,ac-know-ledge-ment,practice_list,noun,y56
altar,al-tar,practice_list,noun,y56
canvas,can-vas,practice_list,noun,y56
canvass,can-vass,practice_list,verb,y56
chord,chord,practice_list,noun,y56
draught,draught,practice_list,noun,y56
draft,draft,practice_list,noun,y56
duel,du-el,practice_list,noun,y56
dual,du-al,practice_list,adjective,y56
emigrate,em-i-grate,practice_list,verb,y56
immigrate,im-mi-grate,practice_list,verb,y56
gait,gait,practice_list,noun,y56
grisly,gris-ly,practice_list,adjective,y56
grizzly,griz-zly,practice_list,adjective,y56
heroine,her-o-ine,practice_list,noun,y56
heroin,her-o-in,practice_list,noun,y56
lightening,light-en-ing,practice_list,verb,y56
mantel,man-tel,practice_list,noun,y56
mantle,man-tle,practice_list,noun,y56
naval,na-val,practice_list,adjective,y56
navel,na-vel,practice_list,noun,y56
palate,pal-ate,practice_list,noun,y56
palette,pal-ette,practice_list,noun,y56
peddle,ped-dle,practice_list,verb,y56
vale,vale,practice_list,noun,y56
waive,waive,practice_list,verb,y56
condemn,con-demn,practice_list,verb,y56
psalm,psalm,practice_list,noun,y56
pneumonia,pneu-mo-ni-a,practice_list,noun,y56
mnemonic,mne-mon-ic,practice_list,noun,y56
embryo,em-bry-o,practice_list,noun,y56
enzyme,en-zyme,practice_list,noun,y56
fungi,fun-gi,practice_list,noun,y56
genetics,ge-net-ics,practice_list,noun,y56
osmosis,os-mo-sis,practice_list,noun,y56
polymer,pol-y-mer,practice_list,noun,y56
soluble,sol-u-ble,practice_list,adjective,y56
oxidation,ox-i-da-tion,practice_list,noun,y56
authority,au-thor-i-ty,practice_list,noun,y56
absorption,ab-sorp-tion,practice_list,noun,y56
accommodation,ac-com-mo-da-tion,practice_list,noun,y56
aggravation,ag-gra-va-tion,practice_list,noun,y56
anticipation,an-tic-i-pa-tion,practice_list,noun,y56
appreciation,ap-pre-ci-a-tion,practice_list,noun,y56
assertion,as-ser-tion,practice_list,noun,y56
classification,clas-si-fi-ca-tion,practice_list,noun,y56
concentration,con-cen-tra-tion,practice_list,noun,y56
confirmation,con-fir-ma-tion,practice_list,noun,y56
contemplation,con-tem-pla-tion,practice_list,noun,y56
continuation,con-tin-u-a-tion,practice_list,noun,y56
declaration,dec-la-ra-tion,practice_list,noun,y56
deliberation,de-lib-er-a-tion,practice_list,noun,y56
elaboration,e-lab-o-ra-tion,practice_list,noun,y56
elimination,e-lim-i-na-tion,practice_list,noun,y56
estimation,es-ti-ma-tion,practice_list,noun,y56
identification,i-den-ti-fi-ca-tion,practice_list,noun,y56
illustration,il-lus-tra-tion,practice_list,noun,y56
indication,in-di-ca-tion,practice_list,noun,y56
meditation,med-i-ta-tion,practice_list,noun,y56
modification,mod-i-fi-ca-tion,practice_list,noun,y56
navigation,nav-i-ga-tion,practice_list,noun,y56
notification,no-ti-fi-ca-tion,practice_list,noun,y56
observation,ob-ser-va-tion,practice_list,noun,y56
participation,par-tic-i-pa-tion,practice_list,noun,y56
recollection,rec-ol-lec-tion,practice_list,noun,y56
resignation,res-ig-na-tion,practice_list,noun,y56
specification,spec-i-fi-ca-tion,practice_list,noun,y56
utilisation,u-til-i-sa-tion,practice_list,noun,y56
validation,val-i-da-tion,practice_list,noun,y56
exclusion,ex-clu-sion,practice_list,noun,y56
illusion,il-lu-sion,practice_list,noun,y56
inclusion,in-clu-sion,practice_list,noun,y56
intrusion,in-tru-sion,practice_list,noun,y56
pension,pen-sion,practice_list,noun,y56
recession,re-ces-sion,practice_list,noun,y56
succession,suc-ces-sion,practice_list,noun,y56
suspension,sus-pen-sion,practice_list,noun,y56
adventurous,ad-ven-tur-ous,practice_list,adjective,y56
carnivorous,car-niv-or-ous,practice_list,adjective,y56
erroneous,er-ro-ne-ous,practice_list,adjective,y56
hazardous,haz-ard-ous,practice_list,adjective,y56
herbivorous,her-biv-or-ous,practice_list,adjective,y56
omnivorous,om-niv-or-ous,practice_list,adjective,y56
ludicrous,lu-di-crous,practice_list,adjective,y56
monotonous,mo-not-o-nous,practice_list,adjective,y56
notorious,no-to-ri-ous,practice_list,adjective,y56
rigorous,rig-or-ous,practice_list,adjective,y56
vigorous,vig-or-ous,practice_list,adjective,y56
